"hour","temperature","depth"
"2019-08-12 01:00:00.000","1418","639"
"2019-08-12 01:00:00.000","1412","636"
"2019-08-12 01:00:00.000","1412","638"
"2019-08-12 01:00:00.000","1412","637"
"2019-08-12 01:00:00.000","1412","639"
"2019-08-12 01:00:00.000","1418","638"
"2019-08-12 01:00:00.000","1418","637"
"2019-08-12 01:00:00.000","1418","636"
"2019-08-12 00:00:00.000","1506","638"
"2019-08-12 00:00:00.000","1500","635"
"2019-08-12 00:00:00.000","1500","636"
"2019-08-12 00:00:00.000","1462","638"
"2019-08-12 00:00:00.000","1462","637"
"2019-08-12 00:00:00.000","1456","635"
"2019-08-12 00:00:00.000","1456","639"
"2019-08-12 00:00:00.000","1456","637"
"2019-08-12 00:00:00.000","1443","635"
"2019-08-12 00:00:00.000","1443","636"
"2019-08-12 00:00:00.000","1437","639"
"2019-08-12 00:00:00.000","1418","635"
"2019-08-12 00:00:00.000","1418","636"
"2019-08-12 00:00:00.000","1456","638"
"2019-08-12 00:00:00.000","1418","637"
"2019-08-12 00:00:00.000","1425","638"
"2019-08-12 00:00:00.000","1425","639"
"2019-08-12 00:00:00.000","1431","636"
"2019-08-12 00:00:00.000","1437","638"
"2019-08-12 00:00:00.000","1443","637"
"2019-08-12 00:00:00.000","1443","638"
"2019-08-12 00:00:00.000","1450","638"
"2019-08-12 00:00:00.000","1450","637"
"2019-08-12 00:00:00.000","1450","636"
"2019-08-12 00:00:00.000","1450","635"
"2019-08-12 00:00:00.000","1456","636"
"2019-08-12 00:00:00.000","1518","638"
"2019-08-12 00:00:00.000","1512","636"
"2019-08-12 00:00:00.000","1512","637"
"2019-08-12 00:00:00.000","1506","636"
"2019-08-12 00:00:00.000","1518","637"
"2019-08-12 00:00:00.000","1512","635"
"2019-08-12 00:00:00.000","1512","639"
"2019-08-12 00:00:00.000","1512","638"
"2019-08-12 00:00:00.000","1506","637"
"2019-08-12 00:00:00.000","1500","639"
"2019-08-12 00:00:00.000","1500","638"
"2019-08-12 00:00:00.000","1493","638"
"2019-08-12 00:00:00.000","1493","635"
"2019-08-12 00:00:00.000","1487","638"
"2019-08-12 00:00:00.000","1487","637"
"2019-08-12 00:00:00.000","1475","636"
"2019-08-12 00:00:00.000","1475","635"
"2019-08-12 00:00:00.000","1468","639"
"2019-08-12 00:00:00.000","1462","639"
"2019-08-12 00:00:00.000","1462","636"
"2019-08-12 00:00:00.000","1500","637"
"2019-08-12 00:00:00.000","1493","639"
"2019-08-12 00:00:00.000","1493","637"
"2019-08-12 00:00:00.000","1493","636"
"2019-08-12 00:00:00.000","1487","635"
"2019-08-12 00:00:00.000","1487","636"
"2019-08-12 00:00:00.000","1481","636"
"2019-08-12 00:00:00.000","1481","638"
"2019-08-12 00:00:00.000","1481","637"
"2019-08-12 00:00:00.000","1475","638"
"2019-08-12 00:00:00.000","1475","637"
"2019-08-12 00:00:00.000","1468","636"
"2019-08-12 00:00:00.000","1468","638"
"2019-08-12 00:00:00.000","1468","637"
"2019-08-12 00:00:00.000","1437","635"
"2019-08-12 00:00:00.000","1437","636"
"2019-08-12 00:00:00.000","1437","637"
"2019-08-12 00:00:00.000","1431","637"
"2019-08-12 00:00:00.000","1431","638"
"2019-08-12 00:00:00.000","1425","636"
"2019-08-12 00:00:00.000","1425","637"
"2019-08-12 00:00:00.000","1418","638"
"2019-08-11 23:00:00.000","1550","635"
"2019-08-11 23:00:00.000","1543","635"
"2019-08-11 23:00:00.000","1543","638"
"2019-08-11 23:00:00.000","1537","636"
"2019-08-11 23:00:00.000","1537","637"
"2019-08-11 23:00:00.000","1531","636"
"2019-08-11 23:00:00.000","1525","635"
"2019-08-11 23:00:00.000","1525","636"
"2019-08-11 23:00:00.000","1525","637"
"2019-08-11 23:00:00.000","1518","636"
"2019-08-11 23:00:00.000","1518","638"
"2019-08-11 23:00:00.000","1556","636"
"2019-08-11 23:00:00.000","1556","638"
"2019-08-11 23:00:00.000","1556","635"
"2019-08-11 23:00:00.000","1562","636"
"2019-08-11 23:00:00.000","1562","635"
"2019-08-11 23:00:00.000","1550","636"
"2019-08-11 23:00:00.000","1568","635"
"2019-08-11 23:00:00.000","1562","638"
"2019-08-11 23:00:00.000","1562","637"
"2019-08-11 23:00:00.000","1556","637"
"2019-08-11 23:00:00.000","1531","638"
"2019-08-11 23:00:00.000","1550","638"
"2019-08-11 23:00:00.000","1550","637"
"2019-08-11 23:00:00.000","1568","636"
"2019-08-11 23:00:00.000","1568","637"
"2019-08-11 23:00:00.000","1568","638"
"2019-08-11 23:00:00.000","1543","636"
"2019-08-11 23:00:00.000","1543","637"
"2019-08-11 23:00:00.000","1537","638"
"2019-08-11 23:00:00.000","1518","637"
"2019-08-11 23:00:00.000","1537","635"
"2019-08-11 23:00:00.000","1531","635"
"2019-08-11 23:00:00.000","1531","637"
"2019-08-11 23:00:00.000","1525","638"
"2019-08-11 22:00:00.000","1581","636"
"2019-08-11 22:00:00.000","1587","637"
"2019-08-11 22:00:00.000","1587","638"
"2019-08-11 22:00:00.000","1587","636"
"2019-08-11 22:00:00.000","1593","638"
"2019-08-11 22:00:00.000","1593","639"
"2019-08-11 22:00:00.000","1600","638"
"2019-08-11 22:00:00.000","1600","636"
"2019-08-11 22:00:00.000","1606","637"
"2019-08-11 22:00:00.000","1612","638"
"2019-08-11 22:00:00.000","1612","639"
"2019-08-11 22:00:00.000","1612","636"
"2019-08-11 22:00:00.000","1618","638"
"2019-08-11 22:00:00.000","1625","638"
"2019-08-11 22:00:00.000","1625","636"
"2019-08-11 22:00:00.000","1625","639"
"2019-08-11 22:00:00.000","1631","636"
"2019-08-11 22:00:00.000","1631","639"
"2019-08-11 22:00:00.000","1637","636"
"2019-08-11 22:00:00.000","1637","635"
"2019-08-11 22:00:00.000","1643","637"
"2019-08-11 22:00:00.000","1650","636"
"2019-08-11 22:00:00.000","1650","639"
"2019-08-11 22:00:00.000","1656","639"
"2019-08-11 22:00:00.000","1662","637"
"2019-08-11 22:00:00.000","1662","638"
"2019-08-11 22:00:00.000","1662","639"
"2019-08-11 22:00:00.000","1581","638"
"2019-08-11 22:00:00.000","1575","639"
"2019-08-11 22:00:00.000","1575","637"
"2019-08-11 22:00:00.000","1568","638"
"2019-08-11 22:00:00.000","1568","637"
"2019-08-11 22:00:00.000","1575","636"
"2019-08-11 22:00:00.000","1575","635"
"2019-08-11 22:00:00.000","1568","635"
"2019-08-11 22:00:00.000","1575","638"
"2019-08-11 22:00:00.000","1581","637"
"2019-08-11 22:00:00.000","1581","639"
"2019-08-11 22:00:00.000","1581","635"
"2019-08-11 22:00:00.000","1593","637"
"2019-08-11 22:00:00.000","1593","636"
"2019-08-11 22:00:00.000","1600","637"
"2019-08-11 22:00:00.000","1606","638"
"2019-08-11 22:00:00.000","1606","639"
"2019-08-11 22:00:00.000","1612","637"
"2019-08-11 22:00:00.000","1618","639"
"2019-08-11 22:00:00.000","1618","637"
"2019-08-11 22:00:00.000","1618","636"
"2019-08-11 22:00:00.000","1625","637"
"2019-08-11 22:00:00.000","1625","635"
"2019-08-11 22:00:00.000","1631","637"
"2019-08-11 22:00:00.000","1631","638"
"2019-08-11 22:00:00.000","1637","638"
"2019-08-11 22:00:00.000","1637","637"
"2019-08-11 22:00:00.000","1637","639"
"2019-08-11 22:00:00.000","1643","638"
"2019-08-11 22:00:00.000","1643","639"
"2019-08-11 22:00:00.000","1643","636"
"2019-08-11 22:00:00.000","1650","637"
"2019-08-11 22:00:00.000","1650","638"
"2019-08-11 22:00:00.000","1656","638"
"2019-08-11 22:00:00.000","1656","637"
"2019-08-11 22:00:00.000","1662","636"
"2019-08-11 21:00:00.000","1775","637"
"2019-08-11 21:00:00.000","1768","636"
"2019-08-11 21:00:00.000","1775","639"
"2019-08-11 21:00:00.000","1768","639"
"2019-08-11 21:00:00.000","1768","638"
"2019-08-11 21:00:00.000","1762","636"
"2019-08-11 21:00:00.000","1662","638"
"2019-08-11 21:00:00.000","1662","637"
"2019-08-11 21:00:00.000","1662","636"
"2019-08-11 21:00:00.000","1662","639"
"2019-08-11 21:00:00.000","1668","637"
"2019-08-11 21:00:00.000","1675","637"
"2019-08-11 21:00:00.000","1675","638"
"2019-08-11 21:00:00.000","1681","638"
"2019-08-11 21:00:00.000","1687","638"
"2019-08-11 21:00:00.000","1687","639"
"2019-08-11 21:00:00.000","1693","638"
"2019-08-11 21:00:00.000","1693","637"
"2019-08-11 21:00:00.000","1693","639"
"2019-08-11 21:00:00.000","1700","637"
"2019-08-11 21:00:00.000","1700","638"
"2019-08-11 21:00:00.000","1706","638"
"2019-08-11 21:00:00.000","1706","637"
"2019-08-11 21:00:00.000","1712","637"
"2019-08-11 21:00:00.000","1712","635"
"2019-08-11 21:00:00.000","1712","639"
"2019-08-11 21:00:00.000","1718","638"
"2019-08-11 21:00:00.000","1718","639"
"2019-08-11 21:00:00.000","1737","637"
"2019-08-11 21:00:00.000","1743","637"
"2019-08-11 21:00:00.000","1743","636"
"2019-08-11 21:00:00.000","1743","639"
"2019-08-11 21:00:00.000","1750","638"
"2019-08-11 21:00:00.000","1750","639"
"2019-08-11 21:00:00.000","1756","638"
"2019-08-11 21:00:00.000","1756","637"
"2019-08-11 21:00:00.000","1756","639"
"2019-08-11 21:00:00.000","1756","636"
"2019-08-11 21:00:00.000","1762","637"
"2019-08-11 21:00:00.000","1775","638"
"2019-08-11 21:00:00.000","1768","637"
"2019-08-11 21:00:00.000","1762","639"
"2019-08-11 21:00:00.000","1762","638"
"2019-08-11 21:00:00.000","1750","637"
"2019-08-11 21:00:00.000","1743","638"
"2019-08-11 21:00:00.000","1737","636"
"2019-08-11 21:00:00.000","1737","639"
"2019-08-11 21:00:00.000","1737","638"
"2019-08-11 21:00:00.000","1731","636"
"2019-08-11 21:00:00.000","1731","637"
"2019-08-11 21:00:00.000","1731","639"
"2019-08-11 21:00:00.000","1731","638"
"2019-08-11 21:00:00.000","1725","639"
"2019-08-11 21:00:00.000","1725","636"
"2019-08-11 21:00:00.000","1725","637"
"2019-08-11 21:00:00.000","1725","638"
"2019-08-11 21:00:00.000","1718","636"
"2019-08-11 21:00:00.000","1718","637"
"2019-08-11 21:00:00.000","1712","638"
"2019-08-11 21:00:00.000","1706","639"
"2019-08-11 21:00:00.000","1700","639"
"2019-08-11 21:00:00.000","1700","636"
"2019-08-11 21:00:00.000","1693","636"
"2019-08-11 21:00:00.000","1687","636"
"2019-08-11 21:00:00.000","1687","637"
"2019-08-11 21:00:00.000","1681","639"
"2019-08-11 21:00:00.000","1681","636"
"2019-08-11 21:00:00.000","1681","637"
"2019-08-11 21:00:00.000","1675","639"
"2019-08-11 21:00:00.000","1668","638"
"2019-08-11 21:00:00.000","1668","639"
"2019-08-11 21:00:00.000","1775","636"
"2019-08-11 20:00:00.000","1775","639"
"2019-08-11 20:00:00.000","1781","637"
"2019-08-11 20:00:00.000","1787","639"
"2019-08-11 20:00:00.000","1787","637"
"2019-08-11 20:00:00.000","1793","637"
"2019-08-11 20:00:00.000","1793","639"
"2019-08-11 20:00:00.000","1793","640"
"2019-08-11 20:00:00.000","1800","637"
"2019-08-11 20:00:00.000","1806","638"
"2019-08-11 20:00:00.000","1806","637"
"2019-08-11 20:00:00.000","1806","636"
"2019-08-11 20:00:00.000","1812","638"
"2019-08-11 20:00:00.000","1812","639"
"2019-08-11 20:00:00.000","1818","638"
"2019-08-11 20:00:00.000","1818","637"
"2019-08-11 20:00:00.000","1818","640"
"2019-08-11 20:00:00.000","1843","639"
"2019-08-11 20:00:00.000","1856","638"
"2019-08-11 20:00:00.000","1856","637"
"2019-08-11 20:00:00.000","1862","639"
"2019-08-11 20:00:00.000","1868","638"
"2019-08-11 20:00:00.000","1875","639"
"2019-08-11 20:00:00.000","1881","638"
"2019-08-11 20:00:00.000","1875","638"
"2019-08-11 20:00:00.000","1875","637"
"2019-08-11 20:00:00.000","1868","637"
"2019-08-11 20:00:00.000","1868","639"
"2019-08-11 20:00:00.000","1862","637"
"2019-08-11 20:00:00.000","1862","638"
"2019-08-11 20:00:00.000","1856","639"
"2019-08-11 20:00:00.000","1850","637"
"2019-08-11 20:00:00.000","1850","639"
"2019-08-11 20:00:00.000","1850","638"
"2019-08-11 20:00:00.000","1843","638"
"2019-08-11 20:00:00.000","1843","637"
"2019-08-11 20:00:00.000","1837","639"
"2019-08-11 20:00:00.000","1837","637"
"2019-08-11 20:00:00.000","1837","638"
"2019-08-11 20:00:00.000","1831","639"
"2019-08-11 20:00:00.000","1831","638"
"2019-08-11 20:00:00.000","1831","637"
"2019-08-11 20:00:00.000","1825","636"
"2019-08-11 20:00:00.000","1825","638"
"2019-08-11 20:00:00.000","1825","637"
"2019-08-11 20:00:00.000","1818","639"
"2019-08-11 20:00:00.000","1812","637"
"2019-08-11 20:00:00.000","1812","635"
"2019-08-11 20:00:00.000","1806","639"
"2019-08-11 20:00:00.000","1800","635"
"2019-08-11 20:00:00.000","1800","639"
"2019-08-11 20:00:00.000","1800","638"
"2019-08-11 20:00:00.000","1793","638"
"2019-08-11 20:00:00.000","1787","638"
"2019-08-11 20:00:00.000","1781","636"
"2019-08-11 20:00:00.000","1781","640"
"2019-08-11 20:00:00.000","1781","638"
"2019-08-11 20:00:00.000","1781","639"
"2019-08-11 20:00:00.000","1775","638"
"2019-08-11 20:00:00.000","1775","637"
"2019-08-11 19:00:00.000","1887","638"
"2019-08-11 19:00:00.000","1881","637"
"2019-08-11 19:00:00.000","1900","639"
"2019-08-11 19:00:00.000","1900","638"
"2019-08-11 19:00:00.000","1893","639"
"2019-08-11 19:00:00.000","1887","639"
"2019-08-11 19:00:00.000","1881","636"
"2019-08-11 19:00:00.000","1881","639"
"2019-08-11 19:00:00.000","1881","638"
"2019-08-11 19:00:00.000","1943","640"
"2019-08-11 19:00:00.000","1956","639"
"2019-08-11 19:00:00.000","1962","639"
"2019-08-11 19:00:00.000","1962","638"
"2019-08-11 19:00:00.000","1962","637"
"2019-08-11 19:00:00.000","1968","639"
"2019-08-11 19:00:00.000","1968","637"
"2019-08-11 19:00:00.000","1975","638"
"2019-08-11 19:00:00.000","1975","640"
"2019-08-11 19:00:00.000","1981","638"
"2019-08-11 19:00:00.000","1987","639"
"2019-08-11 19:00:00.000","1987","638"
"2019-08-11 19:00:00.000","1987","640"
"2019-08-11 19:00:00.000","2000","638"
"2019-08-11 19:00:00.000","2000","640"
"2019-08-11 19:00:00.000","2006","638"
"2019-08-11 19:00:00.000","1906","639"
"2019-08-11 19:00:00.000","1906","638"
"2019-08-11 19:00:00.000","1906","640"
"2019-08-11 19:00:00.000","1906","637"
"2019-08-11 19:00:00.000","1912","639"
"2019-08-11 19:00:00.000","1912","637"
"2019-08-11 19:00:00.000","1925","639"
"2019-08-11 19:00:00.000","1925","637"
"2019-08-11 19:00:00.000","1925","640"
"2019-08-11 19:00:00.000","1931","637"
"2019-08-11 19:00:00.000","2006","639"
"2019-08-11 19:00:00.000","2006","637"
"2019-08-11 19:00:00.000","1937","638"
"2019-08-11 19:00:00.000","2000","639"
"2019-08-11 19:00:00.000","1993","637"
"2019-08-11 19:00:00.000","1993","640"
"2019-08-11 19:00:00.000","1993","639"
"2019-08-11 19:00:00.000","1993","638"
"2019-08-11 19:00:00.000","1981","640"
"2019-08-11 19:00:00.000","1981","637"
"2019-08-11 19:00:00.000","1981","639"
"2019-08-11 19:00:00.000","1975","639"
"2019-08-11 19:00:00.000","1968","638"
"2019-08-11 19:00:00.000","1956","637"
"2019-08-11 19:00:00.000","1956","638"
"2019-08-11 19:00:00.000","1950","638"
"2019-08-11 19:00:00.000","1950","637"
"2019-08-11 19:00:00.000","1950","640"
"2019-08-11 19:00:00.000","1950","639"
"2019-08-11 19:00:00.000","1943","638"
"2019-08-11 19:00:00.000","1943","637"
"2019-08-11 19:00:00.000","1943","639"
"2019-08-11 19:00:00.000","1937","640"
"2019-08-11 19:00:00.000","1937","639"
"2019-08-11 19:00:00.000","1931","640"
"2019-08-11 19:00:00.000","1931","638"
"2019-08-11 19:00:00.000","1931","639"
"2019-08-11 19:00:00.000","1925","638"
"2019-08-11 19:00:00.000","1918","637"
"2019-08-11 19:00:00.000","1918","640"
"2019-08-11 19:00:00.000","1918","639"
"2019-08-11 19:00:00.000","1918","638"
"2019-08-11 19:00:00.000","1912","640"
"2019-08-11 19:00:00.000","1912","638"
"2019-08-11 19:00:00.000","1900","637"
"2019-08-11 19:00:00.000","1893","637"
"2019-08-11 19:00:00.000","1893","638"
"2019-08-11 19:00:00.000","1887","637"
"2019-08-11 18:00:00.000","2043","640"
"2019-08-11 18:00:00.000","2037","637"
"2019-08-11 18:00:00.000","2031","640"
"2019-08-11 18:00:00.000","2031","639"
"2019-08-11 18:00:00.000","2025","640"
"2019-08-11 18:00:00.000","2025","639"
"2019-08-11 18:00:00.000","2018","639"
"2019-08-11 18:00:00.000","2012","640"
"2019-08-11 18:00:00.000","2012","639"
"2019-08-11 18:00:00.000","2006","637"
"2019-08-11 18:00:00.000","2006","638"
"2019-08-11 18:00:00.000","2043","637"
"2019-08-11 18:00:00.000","2050","637"
"2019-08-11 18:00:00.000","2056","640"
"2019-08-11 18:00:00.000","2062","639"
"2019-08-11 18:00:00.000","2062","640"
"2019-08-11 18:00:00.000","2068","639"
"2019-08-11 18:00:00.000","2068","640"
"2019-08-11 18:00:00.000","2075","638"
"2019-08-11 18:00:00.000","2075","639"
"2019-08-11 18:00:00.000","2075","640"
"2019-08-11 18:00:00.000","2081","637"
"2019-08-11 18:00:00.000","2087","639"
"2019-08-11 18:00:00.000","2093","639"
"2019-08-11 18:00:00.000","2093","640"
"2019-08-11 18:00:00.000","2100","638"
"2019-08-11 18:00:00.000","2100","640"
"2019-08-11 18:00:00.000","2100","639"
"2019-08-11 18:00:00.000","2106","640"
"2019-08-11 18:00:00.000","2106","639"
"2019-08-11 18:00:00.000","2106","638"
"2019-08-11 18:00:00.000","2112","640"
"2019-08-11 18:00:00.000","2118","640"
"2019-08-11 18:00:00.000","2118","638"
"2019-08-11 18:00:00.000","2125","639"
"2019-08-11 18:00:00.000","2137","638"
"2019-08-11 18:00:00.000","2143","640"
"2019-08-11 18:00:00.000","2143","639"
"2019-08-11 18:00:00.000","2137","640"
"2019-08-11 18:00:00.000","2137","639"
"2019-08-11 18:00:00.000","2131","640"
"2019-08-11 18:00:00.000","2131","638"
"2019-08-11 18:00:00.000","2131","639"
"2019-08-11 18:00:00.000","2125","638"
"2019-08-11 18:00:00.000","2125","640"
"2019-08-11 18:00:00.000","2118","639"
"2019-08-11 18:00:00.000","2112","638"
"2019-08-11 18:00:00.000","2112","639"
"2019-08-11 18:00:00.000","2100","637"
"2019-08-11 18:00:00.000","2093","637"
"2019-08-11 18:00:00.000","2093","638"
"2019-08-11 18:00:00.000","2087","637"
"2019-08-11 18:00:00.000","2087","638"
"2019-08-11 18:00:00.000","2087","640"
"2019-08-11 18:00:00.000","2081","640"
"2019-08-11 18:00:00.000","2081","638"
"2019-08-11 18:00:00.000","2081","639"
"2019-08-11 18:00:00.000","2075","637"
"2019-08-11 18:00:00.000","2068","637"
"2019-08-11 18:00:00.000","2068","638"
"2019-08-11 18:00:00.000","2062","638"
"2019-08-11 18:00:00.000","2056","638"
"2019-08-11 18:00:00.000","2056","639"
"2019-08-11 18:00:00.000","2050","640"
"2019-08-11 18:00:00.000","2050","638"
"2019-08-11 18:00:00.000","2050","639"
"2019-08-11 18:00:00.000","2043","638"
"2019-08-11 18:00:00.000","2043","639"
"2019-08-11 18:00:00.000","2037","640"
"2019-08-11 18:00:00.000","2037","638"
"2019-08-11 18:00:00.000","2037","639"
"2019-08-11 18:00:00.000","2031","637"
"2019-08-11 18:00:00.000","2031","638"
"2019-08-11 18:00:00.000","2025","638"
"2019-08-11 18:00:00.000","2018","640"
"2019-08-11 18:00:00.000","2018","638"
"2019-08-11 18:00:00.000","2012","637"
"2019-08-11 18:00:00.000","2012","638"
"2019-08-11 18:00:00.000","2006","639"
"2019-08-11 17:00:00.000","2300","636"
"2019-08-11 17:00:00.000","2306","639"
"2019-08-11 17:00:00.000","2312","637"
"2019-08-11 17:00:00.000","2306","636"
"2019-08-11 17:00:00.000","2306","638"
"2019-08-11 17:00:00.000","2306","637"
"2019-08-11 17:00:00.000","2300","638"
"2019-08-11 17:00:00.000","2300","635"
"2019-08-11 17:00:00.000","2293","635"
"2019-08-11 17:00:00.000","2293","638"
"2019-08-11 17:00:00.000","2293","637"
"2019-08-11 17:00:00.000","2287","639"
"2019-08-11 17:00:00.000","2287","638"
"2019-08-11 17:00:00.000","2287","635"
"2019-08-11 17:00:00.000","2287","636"
"2019-08-11 17:00:00.000","2275","635"
"2019-08-11 17:00:00.000","2275","637"
"2019-08-11 17:00:00.000","2268","638"
"2019-08-11 17:00:00.000","2268","636"
"2019-08-11 17:00:00.000","2262","638"
"2019-08-11 17:00:00.000","2262","637"
"2019-08-11 17:00:00.000","2262","635"
"2019-08-11 17:00:00.000","2250","638"
"2019-08-11 17:00:00.000","2250","636"
"2019-08-11 17:00:00.000","2293","636"
"2019-08-11 17:00:00.000","2287","637"
"2019-08-11 17:00:00.000","2281","638"
"2019-08-11 17:00:00.000","2281","636"
"2019-08-11 17:00:00.000","2281","637"
"2019-08-11 17:00:00.000","2275","636"
"2019-08-11 17:00:00.000","2275","638"
"2019-08-11 17:00:00.000","2268","635"
"2019-08-11 17:00:00.000","2268","637"
"2019-08-11 17:00:00.000","2262","636"
"2019-08-11 17:00:00.000","2256","635"
"2019-08-11 17:00:00.000","2256","637"
"2019-08-11 17:00:00.000","2150","639"
"2019-08-11 17:00:00.000","2150","640"
"2019-08-11 17:00:00.000","2156","637"
"2019-08-11 17:00:00.000","2156","635"
"2019-08-11 17:00:00.000","2168","637"
"2019-08-11 17:00:00.000","2168","636"
"2019-08-11 17:00:00.000","2175","637"
"2019-08-11 17:00:00.000","2175","635"
"2019-08-11 17:00:00.000","2181","636"
"2019-08-11 17:00:00.000","2187","637"
"2019-08-11 17:00:00.000","2187","638"
"2019-08-11 17:00:00.000","2187","639"
"2019-08-11 17:00:00.000","2193","638"
"2019-08-11 17:00:00.000","2193","635"
"2019-08-11 17:00:00.000","2200","637"
"2019-08-11 17:00:00.000","2206","636"
"2019-08-11 17:00:00.000","2206","635"
"2019-08-11 17:00:00.000","2218","637"
"2019-08-11 17:00:00.000","2218","638"
"2019-08-11 17:00:00.000","2218","636"
"2019-08-11 17:00:00.000","2225","638"
"2019-08-11 17:00:00.000","2231","637"
"2019-08-11 17:00:00.000","2231","636"
"2019-08-11 17:00:00.000","2237","635"
"2019-08-11 17:00:00.000","2150","637"
"2019-08-11 17:00:00.000","2150","636"
"2019-08-11 17:00:00.000","2243","638"
"2019-08-11 17:00:00.000","2243","637"
"2019-08-11 17:00:00.000","2237","636"
"2019-08-11 17:00:00.000","2237","638"
"2019-08-11 17:00:00.000","2237","637"
"2019-08-11 17:00:00.000","2231","638"
"2019-08-11 17:00:00.000","2225","637"
"2019-08-11 17:00:00.000","2225","636"
"2019-08-11 17:00:00.000","2218","635"
"2019-08-11 17:00:00.000","2212","636"
"2019-08-11 17:00:00.000","2212","637"
"2019-08-11 17:00:00.000","2206","637"
"2019-08-11 17:00:00.000","2206","638"
"2019-08-11 17:00:00.000","2200","635"
"2019-08-11 17:00:00.000","2200","638"
"2019-08-11 17:00:00.000","2200","636"
"2019-08-11 17:00:00.000","2193","636"
"2019-08-11 17:00:00.000","2193","637"
"2019-08-11 17:00:00.000","2187","636"
"2019-08-11 17:00:00.000","2181","638"
"2019-08-11 17:00:00.000","2181","637"
"2019-08-11 17:00:00.000","2175","636"
"2019-08-11 17:00:00.000","2175","638"
"2019-08-11 17:00:00.000","2168","639"
"2019-08-11 17:00:00.000","2168","638"
"2019-08-11 17:00:00.000","2162","635"
"2019-08-11 17:00:00.000","2162","638"
"2019-08-11 17:00:00.000","2162","636"
"2019-08-11 17:00:00.000","2162","637"
"2019-08-11 17:00:00.000","2156","638"
"2019-08-11 17:00:00.000","2156","636"
"2019-08-11 17:00:00.000","2150","635"
"2019-08-11 17:00:00.000","2150","638"
"2019-08-11 17:00:00.000","2143","640"
"2019-08-11 17:00:00.000","2243","635"
"2019-08-11 17:00:00.000","2243","636"
"2019-08-11 17:00:00.000","2250","637"
"2019-08-11 17:00:00.000","2250","635"
"2019-08-11 17:00:00.000","2256","636"
"2019-08-11 17:00:00.000","2300","637"
"2019-08-11 16:00:00.000","2312","637"
"2019-08-11 16:00:00.000","2312","638"
"2019-08-11 16:00:00.000","2318","638"
"2019-08-11 16:00:00.000","2318","637"
"2019-08-11 16:00:00.000","2318","636"
"2019-08-11 16:00:00.000","2318","635"
"2019-08-11 16:00:00.000","2325","638"
"2019-08-11 16:00:00.000","2325","636"
"2019-08-11 16:00:00.000","2331","636"
"2019-08-11 16:00:00.000","2337","637"
"2019-08-11 16:00:00.000","2343","637"
"2019-08-11 16:00:00.000","2343","635"
"2019-08-11 16:00:00.000","2343","636"
"2019-08-11 16:00:00.000","2350","637"
"2019-08-11 16:00:00.000","2350","638"
"2019-08-11 16:00:00.000","2356","637"
"2019-08-11 16:00:00.000","2356","636"
"2019-08-11 16:00:00.000","2362","635"
"2019-08-11 16:00:00.000","2362","637"
"2019-08-11 16:00:00.000","2368","637"
"2019-08-11 16:00:00.000","2368","638"
"2019-08-11 16:00:00.000","2375","637"
"2019-08-11 16:00:00.000","2381","638"
"2019-08-11 16:00:00.000","2381","635"
"2019-08-11 16:00:00.000","2381","636"
"2019-08-11 16:00:00.000","2387","637"
"2019-08-11 16:00:00.000","2387","638"
"2019-08-11 16:00:00.000","2387","636"
"2019-08-11 16:00:00.000","2393","638"
"2019-08-11 16:00:00.000","2393","637"
"2019-08-11 16:00:00.000","2393","639"
"2019-08-11 16:00:00.000","2393","636"
"2019-08-11 16:00:00.000","2393","635"
"2019-08-11 16:00:00.000","2400","638"
"2019-08-11 16:00:00.000","2400","637"
"2019-08-11 16:00:00.000","2400","636"
"2019-08-11 16:00:00.000","2400","635"
"2019-08-11 16:00:00.000","2406","638"
"2019-08-11 16:00:00.000","2406","639"
"2019-08-11 16:00:00.000","2412","637"
"2019-08-11 16:00:00.000","2412","638"
"2019-08-11 16:00:00.000","2418","636"
"2019-08-11 16:00:00.000","2425","637"
"2019-08-11 16:00:00.000","2425","638"
"2019-08-11 16:00:00.000","2431","637"
"2019-08-11 16:00:00.000","2437","637"
"2019-08-11 16:00:00.000","2437","638"
"2019-08-11 16:00:00.000","2437","636"
"2019-08-11 16:00:00.000","2443","636"
"2019-08-11 16:00:00.000","2450","638"
"2019-08-11 16:00:00.000","2450","637"
"2019-08-11 16:00:00.000","2450","635"
"2019-08-11 16:00:00.000","2462","637"
"2019-08-11 16:00:00.000","2475","636"
"2019-08-11 16:00:00.000","2475","638"
"2019-08-11 16:00:00.000","2481","637"
"2019-08-11 16:00:00.000","2481","635"
"2019-08-11 16:00:00.000","2481","636"
"2019-08-11 16:00:00.000","2493","638"
"2019-08-11 16:00:00.000","2493","635"
"2019-08-11 16:00:00.000","2306","637"
"2019-08-11 16:00:00.000","2306","638"
"2019-08-11 16:00:00.000","2312","635"
"2019-08-11 16:00:00.000","2312","636"
"2019-08-11 16:00:00.000","2325","637"
"2019-08-11 16:00:00.000","2325","639"
"2019-08-11 16:00:00.000","2331","638"
"2019-08-11 16:00:00.000","2331","637"
"2019-08-11 16:00:00.000","2337","638"
"2019-08-11 16:00:00.000","2337","635"
"2019-08-11 16:00:00.000","2337","639"
"2019-08-11 16:00:00.000","2337","636"
"2019-08-11 16:00:00.000","2343","638"
"2019-08-11 16:00:00.000","2350","636"
"2019-08-11 16:00:00.000","2350","635"
"2019-08-11 16:00:00.000","2356","638"
