"hour","temperature"
"2019-09-24 10:00:00.000","2218"
"2019-09-24 10:00:00.000","2193"
"2019-09-24 10:00:00.000","2212"
"2019-09-24 10:00:00.000","2243"
"2019-09-24 10:00:00.000","2287"
"2019-09-24 10:00:00.000","2312"
"2019-09-24 10:00:00.000","2318"
"2019-09-24 10:00:00.000","2350"
"2019-09-24 09:00:00.000","1843"
"2019-09-24 09:00:00.000","1775"
"2019-09-24 09:00:00.000","1737"
"2019-09-24 09:00:00.000","1725"
"2019-09-24 09:00:00.000","1700"
"2019-09-24 09:00:00.000","1668"
"2019-09-24 09:00:00.000","1650"
"2019-09-24 09:00:00.000","1643"
"2019-09-24 09:00:00.000","1587"
"2019-09-24 09:00:00.000","1531"
"2019-09-24 09:00:00.000","1525"
"2019-09-24 09:00:00.000","1493"
"2019-09-24 09:00:00.000","1675"
"2019-09-24 09:00:00.000","1662"
"2019-09-24 09:00:00.000","1631"
"2019-09-24 09:00:00.000","1575"
"2019-09-24 09:00:00.000","1562"
"2019-09-24 09:00:00.000","1543"
"2019-09-24 09:00:00.000","1512"
"2019-09-24 09:00:00.000","1443"
"2019-09-24 09:00:00.000","1456"
"2019-09-24 09:00:00.000","1462"
"2019-09-24 09:00:00.000","1468"
"2019-09-24 09:00:00.000","1481"
"2019-09-24 09:00:00.000","1487"
"2019-09-24 09:00:00.000","1506"
"2019-09-24 09:00:00.000","1518"
"2019-09-24 09:00:00.000","1568"
"2019-09-24 09:00:00.000","1593"
"2019-09-24 09:00:00.000","1600"
"2019-09-24 09:00:00.000","1606"
"2019-09-24 09:00:00.000","1612"
"2019-09-24 09:00:00.000","1637"
"2019-09-24 09:00:00.000","1656"
"2019-09-24 09:00:00.000","1706"
"2019-09-24 09:00:00.000","1712"
"2019-09-24 09:00:00.000","1731"
"2019-09-24 09:00:00.000","1743"
"2019-09-24 09:00:00.000","1750"
"2019-09-24 09:00:00.000","1793"
"2019-09-24 09:00:00.000","1800"
"2019-09-24 09:00:00.000","1806"
"2019-09-24 09:00:00.000","1825"
"2019-09-24 09:00:00.000","1831"
"2019-09-24 09:00:00.000","1856"
"2019-09-24 09:00:00.000","1887"
"2019-09-24 09:00:00.000","1925"
"2019-09-24 09:00:00.000","1450"
"2019-09-24 09:00:00.000","1475"
"2019-09-24 09:00:00.000","1500"
"2019-09-24 09:00:00.000","1537"
"2019-09-24 09:00:00.000","1550"
"2019-09-24 09:00:00.000","1556"
"2019-09-24 09:00:00.000","1581"
"2019-09-24 09:00:00.000","1618"
"2019-09-24 09:00:00.000","1625"
"2019-09-24 09:00:00.000","1687"
"2019-09-24 09:00:00.000","1756"
"2019-09-24 09:00:00.000","1787"
"2019-09-24 09:00:00.000","1837"
"2019-09-24 09:00:00.000","1900"
"2019-09-24 09:00:00.000","1931"
"2019-09-24 09:00:00.000","1918"
"2019-09-24 09:00:00.000","1912"
"2019-09-24 09:00:00.000","1906"
"2019-09-24 09:00:00.000","1893"
"2019-09-24 09:00:00.000","1881"
"2019-09-24 09:00:00.000","1868"
"2019-09-24 09:00:00.000","1850"
"2019-09-24 09:00:00.000","1818"
"2019-09-24 09:00:00.000","1812"
"2019-09-24 09:00:00.000","1781"
"2019-09-24 09:00:00.000","1768"
"2019-09-24 09:00:00.000","1762"
"2019-09-24 09:00:00.000","1718"
"2019-09-24 09:00:00.000","1693"
"2019-09-24 09:00:00.000","1681"
"2019-09-24 09:00:00.000","1937"
"2019-09-24 09:00:00.000","1875"
"2019-09-24 09:00:00.000","1862"
"2019-09-24 08:00:00.000","1312"
"2019-09-24 08:00:00.000","1331"
"2019-09-24 08:00:00.000","1406"
"2019-09-24 08:00:00.000","1375"
"2019-09-24 08:00:00.000","1431"
"2019-09-24 08:00:00.000","1418"
"2019-09-24 08:00:00.000","1425"
"2019-09-24 08:00:00.000","1381"
"2019-09-24 08:00:00.000","1356"
"2019-09-24 08:00:00.000","1387"
"2019-09-24 08:00:00.000","1393"
"2019-09-24 08:00:00.000","1450"
"2019-09-24 08:00:00.000","1368"
"2019-09-24 08:00:00.000","1400"
"2019-09-24 08:00:00.000","1362"
"2019-09-24 08:00:00.000","1318"
"2019-09-24 08:00:00.000","1343"
"2019-09-24 08:00:00.000","1462"
"2019-09-24 08:00:00.000","1456"
"2019-09-24 08:00:00.000","1443"
"2019-09-24 08:00:00.000","1306"
"2019-09-24 08:00:00.000","1350"
"2019-09-24 08:00:00.000","1325"
"2019-09-24 08:00:00.000","1300"
"2019-09-24 08:00:00.000","1337"
"2019-09-24 08:00:00.000","1468"
"2019-09-24 08:00:00.000","1437"
"2019-09-24 08:00:00.000","1412"
"2019-09-24 08:00:00.000","1293"
"2019-09-24 07:00:00.000","1268"
"2019-09-24 07:00:00.000","1243"
"2019-09-24 07:00:00.000","1237"
"2019-09-24 07:00:00.000","1181"
"2019-09-24 07:00:00.000","1075"
"2019-09-24 07:00:00.000","1087"
"2019-09-24 07:00:00.000","1093"
"2019-09-24 07:00:00.000","1118"
"2019-09-24 07:00:00.000","1137"
"2019-09-24 07:00:00.000","1200"
"2019-09-24 07:00:00.000","1262"
"2019-09-24 07:00:00.000","1293"
"2019-09-24 07:00:00.000","1162"
"2019-09-24 07:00:00.000","1106"
"2019-09-24 07:00:00.000","1125"
"2019-09-24 07:00:00.000","1143"
"2019-09-24 07:00:00.000","1156"
"2019-09-24 07:00:00.000","1168"
"2019-09-24 07:00:00.000","1187"
"2019-09-24 07:00:00.000","1206"
"2019-09-24 07:00:00.000","1212"
"2019-09-24 07:00:00.000","1225"
"2019-09-24 07:00:00.000","1231"
"2019-09-24 07:00:00.000","1250"
"2019-09-24 07:00:00.000","1256"
"2019-09-24 07:00:00.000","1275"
"2019-09-24 07:00:00.000","1218"
"2019-09-24 07:00:00.000","1193"
"2019-09-24 07:00:00.000","1175"
"2019-09-24 07:00:00.000","1150"
"2019-09-24 07:00:00.000","1131"
"2019-09-24 07:00:00.000","1112"
"2019-09-24 07:00:00.000","1062"
"2019-09-24 07:00:00.000","1056"
"2019-09-24 07:00:00.000","1281"
"2019-09-24 07:00:00.000","1287"
"2019-09-24 07:00:00.000","1081"
"2019-09-24 07:00:00.000","1068"
"2019-09-24 07:00:00.000","1050"
"2019-09-24 07:00:00.000","1100"
"2019-09-24 06:00:00.000","968"
"2019-09-24 06:00:00.000","987"
"2019-09-24 06:00:00.000","1037"
"2019-09-24 06:00:00.000","1012"
"2019-09-24 06:00:00.000","1006"
"2019-09-24 06:00:00.000","1018"
"2019-09-24 06:00:00.000","1043"
"2019-09-24 06:00:00.000","1050"
"2019-09-24 06:00:00.000","1000"
"2019-09-24 06:00:00.000","950"
"2019-09-24 06:00:00.000","1031"
"2019-09-24 06:00:00.000","981"
"2019-09-24 06:00:00.000","975"
"2019-09-24 06:00:00.000","962"
"2019-09-24 06:00:00.000","918"
"2019-09-24 06:00:00.000","900"
"2019-09-24 06:00:00.000","912"
"2019-09-24 06:00:00.000","931"
"2019-09-24 06:00:00.000","993"
"2019-09-24 06:00:00.000","943"
"2019-09-24 06:00:00.000","937"
"2019-09-24 06:00:00.000","956"
"2019-09-24 06:00:00.000","925"
"2019-09-24 06:00:00.000","906"
"2019-09-24 06:00:00.000","1025"
"2019-09-24 05:00:00.000","881"
"2019-09-24 05:00:00.000","875"
"2019-09-24 05:00:00.000","843"
"2019-09-24 05:00:00.000","837"
"2019-09-24 05:00:00.000","862"
"2019-09-24 05:00:00.000","893"
"2019-09-24 05:00:00.000","856"
"2019-09-24 05:00:00.000","900"
"2019-09-24 05:00:00.000","887"
"2019-09-24 05:00:00.000","868"
"2019-09-24 05:00:00.000","850"
"2019-09-24 04:00:00.000","812"
"2019-09-24 04:00:00.000","825"
"2019-09-24 04:00:00.000","831"
"2019-09-24 04:00:00.000","837"
"2019-09-24 04:00:00.000","818"
"2019-09-24 03:00:00.000","818"
"2019-09-24 03:00:00.000","812"
"2019-09-24 02:00:00.000","812"
"2019-09-24 02:00:00.000","806"
"2019-09-24 01:00:00.000","812"
"2019-09-24 01:00:00.000","800"
"2019-09-24 01:00:00.000","806"
"2019-09-24 00:00:00.000","800"
"2019-09-24 00:00:00.000","806"
"2019-09-24 00:00:00.000","812"
"2019-09-23 23:00:00.000","793"
"2019-09-23 23:00:00.000","800"
"2019-09-23 23:00:00.000","762"
"2019-09-23 23:00:00.000","781"
"2019-09-23 23:00:00.000","768"
"2019-09-23 23:00:00.000","756"
"2019-09-23 23:00:00.000","787"
"2019-09-23 23:00:00.000","775"
"2019-09-23 22:00:00.000","743"
"2019-09-23 22:00:00.000","731"
"2019-09-23 22:00:00.000","718"
"2019-09-23 22:00:00.000","668"
"2019-09-23 22:00:00.000","643"
"2019-09-23 22:00:00.000","662"
"2019-09-23 22:00:00.000","650"
"2019-09-23 22:00:00.000","656"
"2019-09-23 22:00:00.000","693"
"2019-09-23 22:00:00.000","737"
"2019-09-23 22:00:00.000","706"
"2019-09-23 22:00:00.000","750"
"2019-09-23 22:00:00.000","756"
"2019-09-23 22:00:00.000","762"
"2019-09-23 22:00:00.000","725"
"2019-09-23 22:00:00.000","712"
"2019-09-23 22:00:00.000","700"
"2019-09-23 22:00:00.000","687"
"2019-09-23 22:00:00.000","681"
"2019-09-23 22:00:00.000","675"
"2019-09-23 21:00:00.000","593"
"2019-09-23 21:00:00.000","606"
"2019-09-23 21:00:00.000","612"
"2019-09-23 21:00:00.000","643"
"2019-09-23 21:00:00.000","625"
"2019-09-23 21:00:00.000","631"
"2019-09-23 21:00:00.000","618"
"2019-09-23 21:00:00.000","637"
"2019-09-23 21:00:00.000","600"
"2019-09-23 21:00:00.000","587"
"2019-09-23 21:00:00.000","581"
"2019-09-23 21:00:00.000","568"
"2019-09-23 21:00:00.000","575"
"2019-09-23 20:00:00.000","606"
"2019-09-23 20:00:00.000","600"
"2019-09-23 20:00:00.000","631"
"2019-09-23 20:00:00.000","650"
"2019-09-23 20:00:00.000","656"
"2019-09-23 20:00:00.000","625"
"2019-09-23 20:00:00.000","643"
"2019-09-23 20:00:00.000","662"
"2019-09-23 20:00:00.000","668"
"2019-09-23 20:00:00.000","681"
"2019-09-23 20:00:00.000","693"
"2019-09-23 20:00:00.000","612"
"2019-09-23 20:00:00.000","618"
"2019-09-23 20:00:00.000","725"
"2019-09-23 20:00:00.000","637"
"2019-09-23 20:00:00.000","706"
"2019-09-23 20:00:00.000","675"
"2019-09-23 20:00:00.000","687"
"2019-09-23 20:00:00.000","700"
"2019-09-23 20:00:00.000","718"
"2019-09-23 20:00:00.000","712"
"2019-09-23 20:00:00.000","737"
"2019-09-23 20:00:00.000","731"
"2019-09-23 20:00:00.000","743"
"2019-09-23 20:00:00.000","750"
"2019-09-23 20:00:00.000","756"
"2019-09-23 19:00:00.000","918"
"2019-09-23 19:00:00.000","925"
"2019-09-23 19:00:00.000","931"
"2019-09-23 19:00:00.000","800"
"2019-09-23 19:00:00.000","787"
"2019-09-23 19:00:00.000","775"
"2019-09-23 19:00:00.000","881"
"2019-09-23 19:00:00.000","856"
"2019-09-23 19:00:00.000","831"
"2019-09-23 19:00:00.000","825"
"2019-09-23 19:00:00.000","906"
"2019-09-23 19:00:00.000","893"
"2019-09-23 19:00:00.000","887"
"2019-09-23 19:00:00.000","875"
"2019-09-23 19:00:00.000","862"
"2019-09-23 19:00:00.000","850"
"2019-09-23 19:00:00.000","781"
"2019-09-23 19:00:00.000","818"
"2019-09-23 19:00:00.000","768"
"2019-09-23 19:00:00.000","756"
"2019-09-23 19:00:00.000","843"
"2019-09-23 19:00:00.000","937"
"2019-09-23 19:00:00.000","812"
"2019-09-23 19:00:00.000","806"
"2019-09-23 19:00:00.000","762"
"2019-09-23 19:00:00.000","793"
"2019-09-23 19:00:00.000","837"
"2019-09-23 19:00:00.000","868"
"2019-09-23 19:00:00.000","900"
"2019-09-23 19:00:00.000","912"
"2019-09-23 18:00:00.000","968"
"2019-09-23 18:00:00.000","962"
"2019-09-23 18:00:00.000","1006"
"2019-09-23 18:00:00.000","943"
"2019-09-23 18:00:00.000","937"
"2019-09-23 18:00:00.000","1050"
"2019-09-23 18:00:00.000","1000"
"2019-09-23 18:00:00.000","987"
"2019-09-23 18:00:00.000","950"
"2019-09-23 18:00:00.000","1025"
"2019-09-23 18:00:00.000","1037"
"2019-09-23 18:00:00.000","956"
"2019-09-23 18:00:00.000","975"
"2019-09-23 18:00:00.000","993"
"2019-09-23 18:00:00.000","1031"
"2019-09-23 18:00:00.000","1043"
"2019-09-23 18:00:00.000","981"
"2019-09-23 18:00:00.000","1012"
"2019-09-23 18:00:00.000","1018"
"2019-09-23 17:00:00.000","1231"
"2019-09-23 17:00:00.000","1187"
"2019-09-23 17:00:00.000","1181"
"2019-09-23 17:00:00.000","1175"
"2019-09-23 17:00:00.000","1156"
"2019-09-23 17:00:00.000","1143"
"2019-09-23 17:00:00.000","1093"
"2019-09-23 17:00:00.000","1118"
"2019-09-23 17:00:00.000","1137"
"2019-09-23 17:00:00.000","1262"
"2019-09-23 17:00:00.000","1206"
"2019-09-23 17:00:00.000","1162"
"2019-09-23 17:00:00.000","1150"
"2019-09-23 17:00:00.000","1168"
"2019-09-23 17:00:00.000","1193"
"2019-09-23 17:00:00.000","1200"
"2019-09-23 17:00:00.000","1218"
"2019-09-23 17:00:00.000","1250"
"2019-09-23 17:00:00.000","1256"
"2019-09-23 17:00:00.000","1268"
"2019-09-23 17:00:00.000","1275"
"2019-09-23 17:00:00.000","1050"
"2019-09-23 17:00:00.000","1056"
"2019-09-23 17:00:00.000","1081"
"2019-09-23 17:00:00.000","1087"
"2019-09-23 17:00:00.000","1112"
"2019-09-23 17:00:00.000","1125"
"2019-09-23 17:00:00.000","1062"
"2019-09-23 17:00:00.000","1068"
"2019-09-23 17:00:00.000","1100"
"2019-09-23 17:00:00.000","1075"
"2019-09-23 17:00:00.000","1106"
"2019-09-23 17:00:00.000","1131"
"2019-09-23 17:00:00.000","1243"
"2019-09-23 17:00:00.000","1237"
"2019-09-23 17:00:00.000","1225"
"2019-09-23 17:00:00.000","1212"
"2019-09-23 16:00:00.000","1293"
"2019-09-23 16:00:00.000","1543"
"2019-09-23 16:00:00.000","1531"
"2019-09-23 16:00:00.000","1512"
"2019-09-23 16:00:00.000","1487"
"2019-09-23 16:00:00.000","1481"
"2019-09-23 16:00:00.000","1456"
"2019-09-23 16:00:00.000","1431"
"2019-09-23 16:00:00.000","1418"
"2019-09-23 16:00:00.000","1387"
"2019-09-23 16:00:00.000","1325"
"2019-09-23 16:00:00.000","1593"
"2019-09-23 16:00:00.000","1587"
"2019-09-23 16:00:00.000","1575"
"2019-09-23 16:00:00.000","1568"
"2019-09-23 16:00:00.000","1537"
"2019-09-23 16:00:00.000","1500"
"2019-09-23 16:00:00.000","1425"
"2019-09-23 16:00:00.000","1406"
"2019-09-23 16:00:00.000","1393"
"2019-09-23 16:00:00.000","1381"
"2019-09-23 16:00:00.000","1312"
"2019-09-23 16:00:00.000","1318"
"2019-09-23 16:00:00.000","1412"
"2019-09-23 16:00:00.000","1625"
"2019-09-23 16:00:00.000","1618"
"2019-09-23 16:00:00.000","1556"
"2019-09-23 16:00:00.000","1375"
"2019-09-23 16:00:00.000","1368"
"2019-09-23 16:00:00.000","1331"
"2019-09-23 16:00:00.000","1287"
"2019-09-23 16:00:00.000","1400"
"2019-09-23 16:00:00.000","1518"
"2019-09-23 16:00:00.000","1506"
"2019-09-23 16:00:00.000","1493"
"2019-09-23 16:00:00.000","1475"
"2019-09-23 16:00:00.000","1443"
"2019-09-23 16:00:00.000","1437"
"2019-09-23 16:00:00.000","1550"
"2019-09-23 16:00:00.000","1562"
"2019-09-23 16:00:00.000","1581"
"2019-09-23 16:00:00.000","1600"
"2019-09-23 16:00:00.000","1606"
"2019-09-23 16:00:00.000","1612"
"2019-09-23 16:00:00.000","1350"
"2019-09-23 16:00:00.000","1343"
"2019-09-23 16:00:00.000","1337"
"2019-09-23 16:00:00.000","1525"
"2019-09-23 16:00:00.000","1468"
"2019-09-23 16:00:00.000","1462"
"2019-09-23 16:00:00.000","1450"
"2019-09-23 16:00:00.000","1362"
"2019-09-23 16:00:00.000","1281"
"2019-09-23 16:00:00.000","1275"
"2019-09-23 16:00:00.000","1306"
"2019-09-23 16:00:00.000","1356"
"2019-09-23 16:00:00.000","1300"
"2019-09-23 15:00:00.000","1631"
"2019-09-23 15:00:00.000","1643"
"2019-09-23 15:00:00.000","1662"
"2019-09-23 15:00:00.000","1687"
"2019-09-23 15:00:00.000","1718"
"2019-09-23 15:00:00.000","1725"
"2019-09-23 15:00:00.000","1731"
"2019-09-23 15:00:00.000","1768"
"2019-09-23 15:00:00.000","1787"
"2019-09-23 15:00:00.000","1812"
"2019-09-23 15:00:00.000","1900"
"2019-09-23 15:00:00.000","1931"
"2019-09-23 15:00:00.000","1625"
"2019-09-23 15:00:00.000","1800"
"2019-09-23 15:00:00.000","1806"
"2019-09-23 15:00:00.000","1831"
"2019-09-23 15:00:00.000","1862"
"2019-09-23 15:00:00.000","1943"
"2019-09-23 15:00:00.000","1637"
"2019-09-23 15:00:00.000","1743"
"2019-09-23 15:00:00.000","1750"
"2019-09-23 15:00:00.000","1756"
"2019-09-23 15:00:00.000","1762"
"2019-09-23 15:00:00.000","1650"
"2019-09-23 15:00:00.000","1668"
"2019-09-23 15:00:00.000","1675"
"2019-09-23 15:00:00.000","1700"
"2019-09-23 15:00:00.000","1712"
"2019-09-23 15:00:00.000","1737"
"2019-09-23 15:00:00.000","1775"
"2019-09-23 15:00:00.000","1793"
"2019-09-23 15:00:00.000","1837"
"2019-09-23 15:00:00.000","1843"
"2019-09-23 15:00:00.000","1875"
"2019-09-23 15:00:00.000","1881"
"2019-09-23 15:00:00.000","1893"
"2019-09-23 15:00:00.000","1906"
"2019-09-23 15:00:00.000","1918"
"2019-09-23 15:00:00.000","1656"
"2019-09-23 15:00:00.000","1681"
"2019-09-23 15:00:00.000","1693"
"2019-09-23 15:00:00.000","1706"
"2019-09-23 15:00:00.000","1781"
"2019-09-23 15:00:00.000","1937"
"2019-09-23 15:00:00.000","1925"
"2019-09-23 15:00:00.000","1912"
"2019-09-23 15:00:00.000","1887"
"2019-09-23 15:00:00.000","1868"
"2019-09-23 15:00:00.000","1856"
"2019-09-23 15:00:00.000","1850"
"2019-09-23 15:00:00.000","1825"
"2019-09-23 15:00:00.000","1818"
"2019-09-23 14:00:00.000","2187"
"2019-09-23 14:00:00.000","2106"
"2019-09-23 14:00:00.000","2100"
"2019-09-23 14:00:00.000","2087"
"2019-09-23 14:00:00.000","2056"
"2019-09-23 14:00:00.000","2043"
"2019-09-23 14:00:00.000","2031"
"2019-09-23 14:00:00.000","2000"
"2019-09-23 14:00:00.000","1968"
"2019-09-23 14:00:00.000","1962"
"2019-09-23 14:00:00.000","2181"
"2019-09-23 14:00:00.000","2237"
"2019-09-23 14:00:00.000","2243"
"2019-09-23 14:00:00.000","1975"
"2019-09-23 14:00:00.000","2068"
"2019-09-23 14:00:00.000","2075"
"2019-09-23 14:00:00.000","2081"
"2019-09-23 14:00:00.000","2112"
"2019-09-23 14:00:00.000","2250"
"2019-09-23 14:00:00.000","2131"
"2019-09-23 14:00:00.000","2050"
"2019-09-23 14:00:00.000","2156"
"2019-09-23 14:00:00.000","2212"
"2019-09-23 14:00:00.000","2306"
"2019-09-23 14:00:00.000","2300"
"2019-09-23 14:00:00.000","2287"
"2019-09-23 14:00:00.000","2293"
"2019-09-23 14:00:00.000","2143"
"2019-09-23 14:00:00.000","2150"
"2019-09-23 14:00:00.000","2162"
"2019-09-23 14:00:00.000","2218"
"2019-09-23 14:00:00.000","2275"
"2019-09-23 14:00:00.000","1956"
"2019-09-23 14:00:00.000","2006"
"2019-09-23 14:00:00.000","2012"
"2019-09-23 14:00:00.000","2037"
"2019-09-23 14:00:00.000","2325"
"2019-09-23 14:00:00.000","2318"
"2019-09-23 14:00:00.000","2018"
"2019-09-23 14:00:00.000","2025"
"2019-09-23 14:00:00.000","2062"
"2019-09-23 14:00:00.000","2225"
"2019-09-23 14:00:00.000","2206"
"2019-09-23 14:00:00.000","2193"
"2019-09-23 14:00:00.000","2175"
"2019-09-23 14:00:00.000","2093"
"2019-09-23 14:00:00.000","2118"
"2019-09-23 14:00:00.000","2125"
"2019-09-23 14:00:00.000","2137"
"2019-09-23 14:00:00.000","2168"
"2019-09-23 14:00:00.000","1993"
"2019-09-23 14:00:00.000","1987"
"2019-09-23 14:00:00.000","1981"
"2019-09-23 14:00:00.000","1943"
"2019-09-23 14:00:00.000","1950"
"2019-09-23 14:00:00.000","2331"
"2019-09-23 14:00:00.000","2312"
"2019-09-23 14:00:00.000","2281"
"2019-09-23 14:00:00.000","2268"
"2019-09-23 14:00:00.000","2262"
"2019-09-23 14:00:00.000","2256"
"2019-09-23 14:00:00.000","2231"
"2019-09-23 14:00:00.000","2200"
"2019-09-23 13:00:00.000","2450"
"2019-09-23 13:00:00.000","2443"
"2019-09-23 13:00:00.000","2556"
"2019-09-23 13:00:00.000","2550"
"2019-09-23 13:00:00.000","2487"
"2019-09-23 13:00:00.000","2475"
"2019-09-23 13:00:00.000","2462"
"2019-09-23 13:00:00.000","2543"
"2019-09-23 13:00:00.000","2506"
"2019-09-23 13:00:00.000","2468"
"2019-09-23 13:00:00.000","2512"
"2019-09-23 13:00:00.000","2531"
"2019-09-23 13:00:00.000","2537"
"2019-09-23 13:00:00.000","2437"
"2019-09-23 13:00:00.000","2425"
"2019-09-23 13:00:00.000","2406"
"2019-09-23 13:00:00.000","2368"
"2019-09-23 13:00:00.000","2331"
"2019-09-23 13:00:00.000","2525"
"2019-09-23 13:00:00.000","2518"
"2019-09-23 13:00:00.000","2500"
"2019-09-23 13:00:00.000","2493"
"2019-09-23 13:00:00.000","2481"
"2019-09-23 13:00:00.000","2456"
"2019-09-23 13:00:00.000","2293"
"2019-09-23 13:00:00.000","2400"
"2019-09-23 13:00:00.000","2362"
"2019-09-23 13:00:00.000","2337"
"2019-09-23 13:00:00.000","2356"
"2019-09-23 13:00:00.000","2393"
"2019-09-23 13:00:00.000","2412"
"2019-09-23 13:00:00.000","2325"
"2019-09-23 13:00:00.000","2418"
"2019-09-23 13:00:00.000","2306"
"2019-09-23 13:00:00.000","2312"
"2019-09-23 13:00:00.000","2387"
"2019-09-23 13:00:00.000","2381"
"2019-09-23 13:00:00.000","2375"
"2019-09-23 13:00:00.000","2350"
"2019-09-23 13:00:00.000","2343"
"2019-09-23 13:00:00.000","2318"
"2019-09-23 13:00:00.000","2300"
"2019-09-23 13:00:00.000","2431"
"2019-09-23 12:00:00.000","2381"
"2019-09-23 12:00:00.000","2406"
"2019-09-23 12:00:00.000","2543"
"2019-09-23 12:00:00.000","2425"
"2019-09-23 12:00:00.000","2487"
"2019-09-23 12:00:00.000","2506"
"2019-09-23 12:00:00.000","2387"
"2019-09-23 12:00:00.000","2456"
"2019-09-23 12:00:00.000","2375"
"2019-09-23 12:00:00.000","2512"
"2019-09-23 12:00:00.000","2481"
"2019-09-23 12:00:00.000","2462"
"2019-09-23 12:00:00.000","2431"
"2019-09-23 12:00:00.000","2437"
"2019-09-23 12:00:00.000","2525"
"2019-09-23 12:00:00.000","2518"
"2019-09-23 12:00:00.000","2393"
"2019-09-23 12:00:00.000","2412"
"2019-09-23 12:00:00.000","2418"
"2019-09-23 12:00:00.000","2443"
"2019-09-23 12:00:00.000","2468"
"2019-09-23 12:00:00.000","2475"
"2019-09-23 12:00:00.000","2531"
"2019-09-23 12:00:00.000","2537"
"2019-09-23 12:00:00.000","2400"
"2019-09-23 12:00:00.000","2450"
"2019-09-23 12:00:00.000","2493"
"2019-09-23 12:00:00.000","2500"
"2019-09-23 11:00:00.000","2531"
"2019-09-23 11:00:00.000","2537"
"2019-09-23 11:00:00.000","2500"
"2019-09-23 11:00:00.000","2512"
"2019-09-23 11:00:00.000","2543"
"2019-09-23 11:00:00.000","2550"
"2019-09-23 11:00:00.000","2562"
"2019-09-23 11:00:00.000","2606"
"2019-09-23 11:00:00.000","2625"
"2019-09-23 11:00:00.000","2612"
"2019-09-23 11:00:00.000","2593"
"2019-09-23 11:00:00.000","2556"
"2019-09-23 11:00:00.000","2568"
"2019-09-23 11:00:00.000","2581"
"2019-09-23 11:00:00.000","2618"
"2019-09-23 11:00:00.000","2631"
"2019-09-23 11:00:00.000","2637"
"2019-09-23 11:00:00.000","2600"
"2019-09-23 11:00:00.000","2643"
"2019-09-23 11:00:00.000","2575"
"2019-09-23 11:00:00.000","2506"
"2019-09-23 11:00:00.000","2518"
"2019-09-23 11:00:00.000","2525"
"2019-09-23 11:00:00.000","2587"
"2019-09-23 10:00:00.000","2606"
"2019-09-23 10:00:00.000","2662"
"2019-09-23 10:00:00.000","2675"
"2019-09-23 10:00:00.000","2756"
"2019-09-23 10:00:00.000","2775"
"2019-09-23 10:00:00.000","2800"
"2019-09-23 10:00:00.000","2825"
"2019-09-23 10:00:00.000","2831"
"2019-09-23 10:00:00.000","2837"
"2019-09-23 10:00:00.000","2637"
"2019-09-23 10:00:00.000","2631"
"2019-09-23 10:00:00.000","2625"
"2019-09-23 10:00:00.000","2700"
"2019-09-23 10:00:00.000","2725"
"2019-09-23 10:00:00.000","2743"
"2019-09-23 10:00:00.000","2750"
"2019-09-23 10:00:00.000","2768"
"2019-09-23 10:00:00.000","2787"
"2019-09-23 10:00:00.000","2793"
"2019-09-23 10:00:00.000","2806"
"2019-09-23 10:00:00.000","2850"
"2019-09-23 10:00:00.000","2856"
"2019-09-23 10:00:00.000","2812"
"2019-09-23 10:00:00.000","2762"
"2019-09-23 10:00:00.000","2737"
"2019-09-23 10:00:00.000","2718"
"2019-09-23 10:00:00.000","2712"
"2019-09-23 10:00:00.000","2693"
"2019-09-23 10:00:00.000","2687"
"2019-09-23 10:00:00.000","2643"
"2019-09-23 10:00:00.000","2600"
"2019-09-23 10:00:00.000","2618"
"2019-09-23 10:00:00.000","2612"
"2019-09-23 10:00:00.000","2650"
"2019-09-23 10:00:00.000","2656"
"2019-09-23 10:00:00.000","2668"
"2019-09-23 10:00:00.000","2681"
"2019-09-23 10:00:00.000","2706"
"2019-09-23 10:00:00.000","2731"
"2019-09-23 10:00:00.000","2781"
"2019-09-23 10:00:00.000","2818"
"2019-09-23 10:00:00.000","2843"
"2019-09-23 10:00:00.000","2862"
"2019-09-23 09:00:00.000","2675"
"2019-09-23 09:00:00.000","2650"
"2019-09-23 09:00:00.000","2381"
"2019-09-23 09:00:00.000","2375"
"2019-09-23 09:00:00.000","2356"
"2019-09-23 09:00:00.000","2337"
"2019-09-23 09:00:00.000","2737"
"2019-09-23 09:00:00.000","2731"
"2019-09-23 09:00:00.000","2718"
"2019-09-23 09:00:00.000","2712"
"2019-09-23 09:00:00.000","2700"
"2019-09-23 09:00:00.000","2687"
"2019-09-23 09:00:00.000","2681"
"2019-09-23 09:00:00.000","2656"
"2019-09-23 09:00:00.000","2625"
"2019-09-23 09:00:00.000","2612"
"2019-09-23 09:00:00.000","2568"
"2019-09-23 09:00:00.000","2531"
"2019-09-23 09:00:00.000","2518"
"2019-09-23 09:00:00.000","2506"
"2019-09-23 09:00:00.000","2462"
"2019-09-23 09:00:00.000","2450"
"2019-09-23 09:00:00.000","2437"
"2019-09-23 09:00:00.000","2406"
"2019-09-23 09:00:00.000","2393"
"2019-09-23 09:00:00.000","2362"
"2019-09-23 09:00:00.000","2350"
"2019-09-23 09:00:00.000","2331"
"2019-09-23 09:00:00.000","2343"
"2019-09-23 09:00:00.000","2368"
"2019-09-23 09:00:00.000","2418"
"2019-09-23 09:00:00.000","2425"
"2019-09-23 09:00:00.000","2443"
"2019-09-23 09:00:00.000","2468"
"2019-09-23 09:00:00.000","2487"
"2019-09-23 09:00:00.000","2500"
